session_id,task_id,model,domain,difficulty,source,tool_selected,tool_correct,final_correct,cost,input_tokens,output_tokens,steps
bl_gpt41_mini_toolbench_syn_0063_3771de,toolbench_syn_0063,gpt41_mini,weather,easy,toolbench_synthetic,,False,False,0.0001328,116,54,2
bl_gpt41_mini_calendar_016_670aa8,calendar_016,gpt41_mini,calendar,easy,synthetic,,False,True,0.0002168,122,105,2
bl_gpt41_mini_medical_065_e93e9f,medical_065,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.0005396,909,110,11
bl_gpt41_mini_medical_032_825ee7,medical_032,gpt41_mini,medical,easy,synthetic,check_drug_interaction,True,True,0.0005232,648,165,8
bl_gpt41_mini_medical_025_1f09ab,medical_025,gpt41_mini,medical,easy,synthetic,,False,True,9.96e-05,105,36,2
bl_gpt41_mini_weather_062_fbdc9f,weather_062,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.00117,1565,340,11
bl_gpt41_mini_toolbench_syn_0012_37aa2d,toolbench_syn_0012,gpt41_mini,calendar,easy,toolbench_synthetic,get_events,False,True,0.0003304,394,108,5
bl_gpt41_mini_toolbench_syn_0056_e6bfd1,toolbench_syn_0056,gpt41_mini,calendar,easy,toolbench_synthetic,get_events,False,True,0.0003416,410,111,5
bl_gpt41_mini_calendar_003_c184af,calendar_003,gpt41_mini,calendar,easy,synthetic,,False,True,0.000212,118,103,2
bl_gpt41_mini_toolbench_syn_0010_528161,toolbench_syn_0010,gpt41_mini,weather,medium,toolbench_synthetic,get_forecast,False,False,0.0004487999999999,450,168,5
bl_gpt41_mini_toolbench_syn_0044_35ecb2,toolbench_syn_0044,gpt41_mini,medical,easy,toolbench_synthetic,,False,False,0.0002196,105,111,2
bl_gpt41_mini_toolbench_syn_0072_8a77f1,toolbench_syn_0072,gpt41_mini,weather,easy,toolbench_synthetic,get_historical,False,False,0.0004224,460,149,5
bl_gpt41_mini_calendar_060_27c065,calendar_060,gpt41_mini,calendar,medium,synthetic,get_events,True,False,0.000984,1304,289,11
bl_gpt41_mini_toolbench_syn_0037_29ac5f,toolbench_syn_0037,gpt41_mini,calendar,medium,toolbench_synthetic,get_events,False,True,0.0002392,338,65,5
bl_gpt41_mini_toolbench_syn_0065_fd07bc,toolbench_syn_0065,gpt41_mini,calendar,medium,toolbench_synthetic,get_events,False,True,0.0002696,326,87,5
bl_gpt41_mini_medical_044_aa2de5,medical_044,gpt41_mini,medical,easy,synthetic,get_patient_record,True,True,0.0001628,287,30,5
bl_gpt41_mini_weather_066_67db25,weather_066,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.0006944,820,229,8
bl_gpt41_mini_weather_085_c60c30,weather_085,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.0008976,896,337,8
bl_gpt41_mini_medical_073_47ca05,medical_073,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.000568,944,119,11
bl_gpt41_mini_medical_082_20e024,medical_082,gpt41_mini,medical,medium,synthetic,get_patient_record,True,False,0.0011984,1712,321,14
bl_gpt41_mini_weather_065_04609d,weather_065,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.0011916,1675,326,11
bl_gpt41_mini_halueval_0023_85ade5,halueval_0023,gpt41_mini,knowledge,medium,halueval,,False,False,0.000278,195,125,2
bl_gpt41_mini_medical_049_af6a42,medical_049,gpt41_mini,medical,easy,synthetic,get_patient_record,True,True,0.0002024,298,52,5
bl_gpt41_mini_halueval_0017_3b39b6,halueval_0017,gpt41_mini,knowledge,medium,halueval,,False,False,0.000288,456,66,3
bl_gpt41_mini_weather_044_117211,weather_044,gpt41_mini,weather,easy,synthetic,get_historical,False,True,0.0004124,395,159,5
bl_gpt41_mini_calendar_024_01620b,calendar_024,gpt41_mini,calendar,easy,synthetic,get_events,True,False,0.0002056,302,53,5
bl_gpt41_mini_toolbench_syn_0075_a83965,toolbench_syn_0075,gpt41_mini,weather,medium,toolbench_synthetic,get_forecast,False,False,0.0004608,476,169,5
bl_gpt41_mini_calendar_023_ae0f66,calendar_023,gpt41_mini,calendar,easy,synthetic,,False,True,0.000212,118,103,2
bl_gpt41_mini_weather_030_9f4659,weather_030,gpt41_mini,weather,easy,synthetic,get_forecast,True,True,0.000516,594,174,8
bl_gpt41_mini_calendar_058_075c4a,calendar_058,gpt41_mini,calendar,medium,synthetic,get_events,True,True,0.0004352,456,158,5
bl_gpt41_mini_toolbench_syn_0030_7535fe,toolbench_syn_0030,gpt41_mini,calendar,easy,toolbench_synthetic,create_event,True,True,0.000338,297,137,5
bl_gpt41_mini_weather_010_f6aba9,weather_010,gpt41_mini,weather,easy,synthetic,,False,True,0.0001268,121,49,2
bl_gpt41_mini_toolbench_syn_0055_13b29b,toolbench_syn_0055,gpt41_mini,weather,hard,toolbench_synthetic,get_forecast,False,False,0.0004604,475,169,5
bl_gpt41_mini_calendar_066_75a506,calendar_066,gpt41_mini,calendar,medium,synthetic,get_events,True,True,0.00054,774,144,8
bl_gpt41_mini_toolbench_syn_0006_620685,toolbench_syn_0006,gpt41_mini,weather,medium,toolbench_synthetic,get_forecast,False,False,0.0004568,474,167,5
bl_gpt41_mini_medical_051_195d7f,medical_051,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.000826,1149,229,11
bl_gpt41_mini_weather_001_ad6f08,weather_001,gpt41_mini,weather,easy,synthetic,get_historical,False,False,0.0003116,383,99,5
bl_gpt41_mini_medical_077_7fa361,medical_077,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.0005636,937,118,11
bl_gpt41_mini_medical_072_91e176,medical_072,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.0009268,1233,271,11
bl_gpt41_mini_toolbench_syn_0047_017231,toolbench_syn_0047,gpt41_mini,weather,hard,toolbench_synthetic,get_historical,False,False,0.0004224,460,149,5
bl_gpt41_mini_halueval_0073_59ac43,halueval_0073,gpt41_mini,knowledge,medium,halueval,,False,False,0.0001884,199,68,2
bl_gpt41_mini_calendar_092_37c273,calendar_092,gpt41_mini,calendar,medium,synthetic,get_events,True,False,0.001002,1437,267,11
bl_gpt41_mini_toolbench_syn_0099_27c556,toolbench_syn_0099,gpt41_mini,calendar,medium,toolbench_synthetic,get_events,False,True,0.000282,369,84,5
bl_gpt41_mini_weather_083_762bac,weather_083,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.0017264,2136,545,14
bl_gpt41_mini_toolbench_syn_0019_bdcb54,toolbench_syn_0019,gpt41_mini,medical,easy,toolbench_synthetic,check_drug_interaction,False,False,0.0004688,628,136,8
bl_gpt41_mini_medical_060_e3347f,medical_060,gpt41_mini,medical,medium,synthetic,get_patient_record,True,False,0.0002772,317,94,5
bl_gpt41_mini_calendar_053_4a65c2,calendar_053,gpt41_mini,calendar,medium,synthetic,create_event,True,False,0.0010344,1374,303,11
bl_gpt41_mini_weather_055_b9f636,weather_055,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.0009532,947,359,8
bl_gpt41_mini_halueval_0030_2451e5,halueval_0030,gpt41_mini,knowledge,medium,halueval,,False,False,0.000206,223,73,2
bl_gpt41_mini_medical_057_f1fda4,medical_057,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.000582,935,130,11
bl_gpt41_mini_weather_092_b99a69,weather_092,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.0011784,1462,371,11
bl_gpt41_mini_weather_002_27254a,weather_002,gpt41_mini,weather,easy,synthetic,get_historical,False,True,0.0003776,392,138,5
bl_gpt41_mini_medical_023_42ce1d,medical_023,gpt41_mini,medical,easy,synthetic,,False,True,0.000146,117,62,2
bl_gpt41_mini_halueval_0059_fa9e1d,halueval_0059,gpt41_mini,knowledge,medium,halueval,,False,False,0.0003056,240,131,2
bl_gpt41_mini_halueval_0031_22c3e0,halueval_0031,gpt41_mini,knowledge,hard,halueval,,False,False,0.0001936,196,72,2
bl_gpt41_mini_halueval_0098_3d588d,halueval_0098,gpt41_mini,knowledge,hard,halueval,,False,False,0.0001604,197,51,2
bl_gpt41_mini_halueval_0055_ea42f2,halueval_0055,gpt41_mini,knowledge,medium,halueval,,False,False,0.0001864,222,61,2
bl_gpt41_mini_weather_081_ebafb6,weather_081,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.0006868,813,226,8
bl_gpt41_mini_toolbench_syn_0028_259011,toolbench_syn_0028,gpt41_mini,calendar,hard,toolbench_synthetic,get_events,False,True,0.000316,394,99,5
bl_gpt41_mini_halueval_0004_300dd7,halueval_0004,gpt41_mini,knowledge,medium,halueval,search_knowledge,True,False,0.0004132,497,134,5
bl_gpt41_mini_halueval_0036_23ebb6,halueval_0036,gpt41_mini,knowledge,medium,halueval,search_knowledge,True,False,0.0004496,492,158,5
bl_gpt41_mini_weather_006_babf40,weather_006,gpt41_mini,weather,easy,synthetic,get_weather,True,True,0.0002684,351,80,5
bl_gpt41_mini_calendar_029_4ace74,calendar_029,gpt41_mini,calendar,easy,synthetic,get_events,True,False,0.0002416,320,71,5
bl_gpt41_mini_medical_071_2b3a9d,medical_071,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.0005732,945,122,11
bl_gpt41_mini_weather_059_39f259,weather_059,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.0016676,2249,480,14
bl_gpt41_mini_medical_084_272927,medical_084,gpt41_mini,medical,medium,synthetic,get_patient_record,True,False,0.0008416,1144,240,11
bl_gpt41_mini_medical_040_9479e2,medical_040,gpt41_mini,medical,easy,synthetic,get_patient_record,True,True,0.0001684,281,35,5
bl_gpt41_mini_halueval_0005_40e28e,halueval_0005,gpt41_mini,knowledge,hard,halueval,,False,False,0.0002716,199,120,2
bl_gpt41_mini_weather_033_fef81a,weather_033,gpt41_mini,weather,easy,synthetic,get_forecast,True,True,0.000412,426,151,5
bl_gpt41_mini_toolbench_syn_0005_54642b,toolbench_syn_0005,gpt41_mini,calendar,easy,toolbench_synthetic,,False,True,0.0001384,102,61,2
bl_gpt41_mini_calendar_096_0ed68f,calendar_096,gpt41_mini,calendar,medium,synthetic,get_events,True,False,0.0009748,1301,284,11
bl_gpt41_mini_halueval_0087_59ef4b,halueval_0087,gpt41_mini,knowledge,medium,halueval,,False,False,0.0001756,195,61,2
bl_gpt41_mini_halueval_0029_bfcfa6,halueval_0029,gpt41_mini,knowledge,hard,halueval,,False,False,0.0001748,201,59,2
bl_gpt41_mini_halueval_0058_1e816e,halueval_0058,gpt41_mini,knowledge,hard,halueval,,False,False,0.000358,515,95,3
bl_gpt41_mini_calendar_098_4add15,calendar_098,gpt41_mini,calendar,medium,synthetic,get_events,True,False,0.001338,1881,366,14
bl_gpt41_mini_weather_025_9b3a2d,weather_025,gpt41_mini,weather,easy,synthetic,,False,True,0.0001508,121,64,2
bl_gpt41_mini_weather_079_17955f,weather_079,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.0008632,890,317,8
bl_gpt41_mini_weather_057_7a73ad,weather_057,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.0006236,763,199,8
bl_gpt41_mini_weather_047_c76213,weather_047,gpt41_mini,weather,easy,synthetic,get_historical,False,True,0.0004028,383,156,5
bl_gpt41_mini_medical_061_ec9c5e,medical_061,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.0005444,893,117,11
bl_gpt41_mini_medical_053_1b867c,medical_053,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.00056,936,116,11
bl_gpt41_mini_weather_071_427f9d,weather_071,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.0007456,812,263,8
bl_gpt41_mini_halueval_0027_89e949,halueval_0027,gpt41_mini,knowledge,medium,halueval,,False,False,0.0003348,201,159,2
bl_gpt41_mini_toolbench_syn_0086_2a2e9b,toolbench_syn_0086,gpt41_mini,weather,easy,toolbench_synthetic,get_forecast,False,False,0.0004252,451,153,5
bl_gpt41_mini_medical_005_23912b,medical_005,gpt41_mini,medical,easy,synthetic,get_patient_record,True,True,0.0001772,291,38,5
bl_gpt41_mini_medical_020_acfbdb,medical_020,gpt41_mini,medical,easy,synthetic,get_patient_record,True,True,0.0002208,308,61,5
bl_gpt41_mini_medical_099_39e96f,medical_099,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.0005604,917,121,11
bl_gpt41_mini_calendar_035_3349bb,calendar_035,gpt41_mini,calendar,easy,synthetic,delete_event,True,True,0.0002608,272,95,5
bl_gpt41_mini_halueval_0074_1682d1,halueval_0074,gpt41_mini,knowledge,medium,halueval,,False,False,0.0001708,199,57,2
bl_gpt41_mini_medical_076_c6179b,medical_076,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.0003996,351,162,5
bl_gpt41_mini_calendar_027_ef4f61,calendar_027,gpt41_mini,calendar,easy,synthetic,get_events,True,False,0.0002324,333,62,5
bl_gpt41_mini_halueval_0041_92bc0a,halueval_0041,gpt41_mini,knowledge,hard,halueval,,False,False,0.0001716,221,52,2
bl_gpt41_mini_medical_100_73b234,medical_100,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.0008552,1158,245,11
bl_gpt41_mini_medical_035_f2bd53,medical_035,gpt41_mini,medical,easy,synthetic,get_patient_record,True,True,0.0001772,291,38,5
bl_gpt41_mini_halueval_0092_8cbf8a,halueval_0092,gpt41_mini,knowledge,medium,halueval,search_knowledge,True,False,0.0007188,609,297,5
bl_gpt41_mini_medical_003_9b8a68,medical_003,gpt41_mini,medical,easy,synthetic,,False,True,0.000146,117,62,2
bl_gpt41_mini_toolbench_syn_0029_4de48f,toolbench_syn_0029,gpt41_mini,calendar,medium,toolbench_synthetic,get_events,False,True,0.0002976,364,95,5
bl_gpt41_mini_toolbench_syn_0035_ce3af9,toolbench_syn_0035,gpt41_mini,calendar,hard,toolbench_synthetic,,False,True,0.0001528,102,70,2
bl_gpt41_mini_weather_074_63c675,weather_074,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.0011916,1559,355,11
bl_gpt41_mini_toolbench_syn_0076_a9edc8,toolbench_syn_0076,gpt41_mini,medical,medium,toolbench_synthetic,get_patient_record,True,False,0.0002192,308,60,5
bl_gpt41_mini_toolbench_syn_0080_91d3ff,toolbench_syn_0080,gpt41_mini,weather,easy,toolbench_synthetic,get_forecast,False,False,0.000414,427,152,5
bl_gpt41_mini_medical_056_c77202,medical_056,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.000846,1175,235,11
bl_gpt41_mini_toolbench_syn_0067_afb2cb,toolbench_syn_0067,gpt41_mini,weather,hard,toolbench_synthetic,get_weather,True,False,0.0002248,322,60,5
bl_gpt41_mini_calendar_009_2d522e,calendar_009,gpt41_mini,calendar,easy,synthetic,get_events,True,True,0.0003232,388,105,5
bl_gpt41_mini_weather_034_a26918,weather_034,gpt41_mini,weather,easy,synthetic,get_historical,False,True,0.0004016,392,153,5
bl_gpt41_mini_medical_091_62e479,medical_091,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.0005828,941,129,11
bl_gpt41_mini_medical_006_cecc7e,medical_006,gpt41_mini,medical,easy,synthetic,get_patient_record,True,True,0.0002452,305,77,5
bl_gpt41_mini_calendar_038_7d8c7f,calendar_038,gpt41_mini,calendar,easy,synthetic,,False,True,0.000222,119,109,2
bl_gpt41_mini_calendar_062_74968e,calendar_062,gpt41_mini,calendar,medium,synthetic,get_events,True,True,0.0002916,437,73,5
bl_gpt41_mini_calendar_018_b042ea,calendar_018,gpt41_mini,calendar,easy,synthetic,,False,True,0.000212,118,103,2
bl_gpt41_mini_halueval_0082_175636,halueval_0082,gpt41_mini,knowledge,hard,halueval,,False,False,0.0002144,200,84,2
bl_gpt41_mini_toolbench_syn_0050_3b7eea,toolbench_syn_0050,gpt41_mini,calendar,hard,toolbench_synthetic,get_events,False,True,0.0008624,1160,249,11
bl_gpt41_mini_calendar_067_005da1,calendar_067,gpt41_mini,calendar,medium,synthetic,create_event,True,False,0.00103,1379,299,11
bl_gpt41_mini_halueval_0067_46656e,halueval_0067,gpt41_mini,knowledge,hard,halueval,,False,False,0.00024,200,100,2
bl_gpt41_mini_toolbench_syn_0052_62facc,toolbench_syn_0052,gpt41_mini,calendar,medium,toolbench_synthetic,,False,True,0.0001368,102,60,2
bl_gpt41_mini_weather_029_f2718c,weather_029,gpt41_mini,weather,easy,synthetic,get_historical,False,True,0.0010788,1421,319,11
bl_gpt41_mini_halueval_0099_0f2c66,halueval_0099,gpt41_mini,knowledge,medium,halueval,,False,False,0.0002048,204,77,2
bl_gpt41_mini_calendar_039_219494,calendar_039,gpt41_mini,calendar,easy,synthetic,get_events,True,False,0.00028,352,87,5
bl_gpt41_mini_medical_086_e65b81,medical_086,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.0012072,1738,320,14
bl_gpt41_mini_halueval_0063_d63ec4,halueval_0063,gpt41_mini,knowledge,medium,halueval,search_knowledge,True,False,0.000482,541,166,5
bl_gpt41_mini_halueval_0009_972130,halueval_0009,gpt41_mini,knowledge,hard,halueval,,False,False,0.0002652,207,114,2
bl_gpt41_mini_medical_037_fee178,medical_037,gpt41_mini,medical,easy,synthetic,check_drug_interaction,True,True,0.0005276,647,168,8
bl_gpt41_mini_halueval_0094_883b76,halueval_0094,gpt41_mini,knowledge,hard,halueval,,False,False,0.0003068,207,140,2
bl_gpt41_mini_halueval_0038_6e617b,halueval_0038,gpt41_mini,knowledge,hard,halueval,search_knowledge,True,False,0.0005628,663,186,5
bl_gpt41_mini_medical_074_9128aa,medical_074,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.0005444,725,159,8
bl_gpt41_mini_halueval_0011_6750bc,halueval_0011,gpt41_mini,knowledge,hard,halueval,,False,False,0.0004048,496,129,3
bl_gpt41_mini_weather_088_dd0351,weather_088,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.0008552,782,339,8
bl_gpt41_mini_toolbench_syn_0011_f42fb2,toolbench_syn_0011,gpt41_mini,weather,medium,toolbench_synthetic,get_forecast,False,False,0.0004436,569,135,8
bl_gpt41_mini_weather_037_35886e,weather_037,gpt41_mini,weather,easy,synthetic,get_historical,False,True,0.0003548,383,126,5
bl_gpt41_mini_toolbench_syn_0031_8e345f,toolbench_syn_0031,gpt41_mini,calendar,hard,toolbench_synthetic,create_event,True,True,0.0003396,297,138,5
bl_gpt41_mini_halueval_0070_fac11f,halueval_0070,gpt41_mini,knowledge,medium,halueval,,False,False,0.0002556,239,100,2
bl_gpt41_mini_calendar_037_2ac4b1,calendar_037,gpt41_mini,calendar,easy,synthetic,get_events,True,False,0.0002476,339,70,5
bl_gpt41_mini_toolbench_syn_0049_1b8f5a,toolbench_syn_0049,gpt41_mini,calendar,medium,toolbench_synthetic,create_event,True,True,0.000374,303,158,5
bl_gpt41_mini_calendar_008_ed1ab0,calendar_008,gpt41_mini,calendar,easy,synthetic,,False,True,0.0002244,121,110,2
bl_gpt41_mini_toolbench_syn_0043_7f3d23,toolbench_syn_0043,gpt41_mini,weather,medium,toolbench_synthetic,get_forecast,False,False,0.000428,570,125,8
bl_gpt41_mini_calendar_082_818428,calendar_082,gpt41_mini,calendar,medium,synthetic,get_events,True,True,0.0004376,482,153,5
bl_gpt41_mini_calendar_090_449d09,calendar_090,gpt41_mini,calendar,medium,synthetic,get_events,True,False,0.0010224,1400,289,11
bl_gpt41_mini_weather_084_226b9a,weather_084,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.00064,772,207,8
bl_gpt41_mini_toolbench_syn_0025_507961,toolbench_syn_0025,gpt41_mini,medical,medium,toolbench_synthetic,,False,True,0.0001064,106,40,2
bl_gpt41_mini_calendar_087_c54252,calendar_087,gpt41_mini,calendar,medium,synthetic,create_event,True,False,0.0011088,1412,340,11
bl_gpt41_mini_halueval_0054_7b897e,halueval_0054,gpt41_mini,knowledge,hard,halueval,,False,False,0.0001936,200,71,2
bl_gpt41_mini_medical_033_e599ed,medical_033,gpt41_mini,medical,easy,synthetic,schedule_appointment,True,True,0.0005016,634,155,8
bl_gpt41_mini_halueval_0047_433501,halueval_0047,gpt41_mini,knowledge,hard,halueval,,False,False,0.0004452,541,143,3
bl_gpt41_mini_halueval_0078_d7257f,halueval_0078,gpt41_mini,knowledge,hard,halueval,,False,False,0.0003176,206,147,2
bl_gpt41_mini_halueval_0044_a0d581,halueval_0044,gpt41_mini,knowledge,medium,halueval,,False,False,0.0004264,218,212,2
bl_gpt41_mini_weather_052_e8454c,weather_052,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.000824,916,286,8
bl_gpt41_mini_toolbench_syn_0095_9a7a91,toolbench_syn_0095,gpt41_mini,calendar,easy,toolbench_synthetic,get_events,False,True,0.0002424,338,67,5
bl_gpt41_mini_calendar_017_662e40,calendar_017,gpt41_mini,calendar,easy,synthetic,get_events,True,False,0.0001956,301,47,5
bl_gpt41_mini_weather_024_c9cfd7,weather_024,gpt41_mini,weather,easy,synthetic,get_historical,False,True,0.0003168,388,101,5
bl_gpt41_mini_toolbench_syn_0038_5168fb,toolbench_syn_0038,gpt41_mini,weather,medium,toolbench_synthetic,get_historical,False,False,0.0004016,460,136,5
bl_gpt41_mini_weather_036_24cb9d,weather_036,gpt41_mini,weather,easy,synthetic,get_forecast,False,True,0.0005092,557,179,5
bl_gpt41_mini_toolbench_syn_0060_d2bcf0,toolbench_syn_0060,gpt41_mini,calendar,hard,toolbench_synthetic,create_event,True,True,0.0003744,296,160,5
bl_gpt41_mini_medical_096_839b68,medical_096,gpt41_mini,medical,medium,synthetic,get_patient_record,True,False,0.0004008,350,163,5
bl_gpt41_mini_weather_099_8cbd3e,weather_099,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.0006924,819,228,8
bl_gpt41_mini_calendar_086_5e2a2b,calendar_086,gpt41_mini,calendar,medium,synthetic,get_events,True,True,0.0004432,488,155,5
bl_gpt41_mini_toolbench_syn_0021_a4c39d,toolbench_syn_0021,gpt41_mini,medical,hard,toolbench_synthetic,,False,False,0.0002212,105,112,2
bl_gpt41_mini_toolbench_syn_0016_a10a68,toolbench_syn_0016,gpt41_mini,weather,easy,toolbench_synthetic,get_historical,False,False,0.0004224,460,149,5
bl_gpt41_mini_halueval_0024_1ae872,halueval_0024,gpt41_mini,knowledge,hard,halueval,,False,False,0.0002284,203,92,2
bl_gpt41_mini_medical_083_a18d60,medical_083,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.0005408,916,109,11
bl_gpt41_mini_calendar_051_097a56,calendar_051,gpt41_mini,calendar,medium,synthetic,create_event,True,True,0.0006476,715,226,8
bl_gpt41_mini_weather_041_e04206,weather_041,gpt41_mini,weather,easy,synthetic,get_weather,True,True,0.0002912,360,92,5
bl_gpt41_mini_calendar_094_c377cc,calendar_094,gpt41_mini,calendar,medium,synthetic,get_events,True,False,0.0010276,1481,272,11
bl_gpt41_mini_weather_064_dd1f8c,weather_064,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.001012,942,397,8
bl_gpt41_mini_medical_036_572192,medical_036,gpt41_mini,medical,easy,synthetic,get_patient_record,True,True,0.0002436,305,76,5
bl_gpt41_mini_medical_075_280dbb,medical_075,gpt41_mini,medical,medium,synthetic,get_patient_record,True,True,0.00057,913,128,11
bl_gpt41_mini_toolbench_syn_0073_9c4e4b,toolbench_syn_0073,gpt41_mini,calendar,easy,toolbench_synthetic,get_events,False,True,0.0002856,330,96,5
bl_gpt41_mini_weather_023_6530bd,weather_023,gpt41_mini,weather,easy,synthetic,get_forecast,True,True,0.0003984,420,144,5
bl_gpt41_mini_halueval_0013_babc85,halueval_0013,gpt41_mini,knowledge,hard,halueval,,False,False,0.0002784,448,62,3
bl_gpt41_mini_calendar_036_cb44ee,calendar_036,gpt41_mini,calendar,easy,synthetic,,False,True,0.0002168,122,105,2
bl_gpt41_mini_calendar_049_c2b93b,calendar_049,gpt41_mini,calendar,easy,synthetic,get_events,True,True,0.0003092,385,97,5
bl_gpt41_mini_toolbench_syn_0009_2d382e,toolbench_syn_0009,gpt41_mini,weather,easy,toolbench_synthetic,get_forecast,False,False,0.0004692,581,148,8
bl_gpt41_mini_halueval_0033_ac24fe,halueval_0033,gpt41_mini,knowledge,medium,halueval,,False,False,0.0001556,197,48,2
bl_gpt41_mini_weather_050_702772,weather_050,gpt41_mini,weather,easy,synthetic,,False,True,0.0001508,121,64,2
bl_gpt41_mini_calendar_077_8519b8,calendar_077,gpt41_mini,calendar,medium,synthetic,create_event,True,False,0.0010576,1388,314,11
bl_gpt41_mini_calendar_084_76e751,calendar_084,gpt41_mini,calendar,medium,synthetic,get_events,True,False,0.0008688,1296,219,11
bl_gpt41_mini_halueval_0090_5f49d8,halueval_0090,gpt41_mini,knowledge,hard,halueval,,False,False,0.0002232,198,90,2
bl_gpt41_mini_halueval_0080_27e4f7,halueval_0080,gpt41_mini,knowledge,hard,halueval,search_knowledge,True,False,0.0004632,514,161,5
bl_gpt41_mini_toolbench_syn_0090_42298a,toolbench_syn_0090,gpt41_mini,medical,easy,toolbench_synthetic,get_patient_record,True,False,0.0002192,308,60,5
bl_gpt41_mini_calendar_095_ff2166,calendar_095,gpt41_mini,calendar,medium,synthetic,create_event,True,True,0.0011084,1439,333,11
bl_gpt41_mini_calendar_011_56b6bb,calendar_011,gpt41_mini,calendar,easy,synthetic,,False,True,0.00022,122,107,2
bl_gpt41_mini_halueval_0064_9e6788,halueval_0064,gpt41_mini,knowledge,hard,halueval,,False,False,0.0001444,197,41,2
bl_gpt41_mini_calendar_073_8afa85,calendar_073,gpt41_mini,calendar,medium,synthetic,create_event,True,True,0.0012864,1604,403,11
bl_gpt41_mini_halueval_0083_e2fee2,halueval_0083,gpt41_mini,knowledge,hard,halueval,search_knowledge,True,False,0.0005488,564,202,5
bl_gpt41_mini_weather_080_4ab23c,weather_080,gpt41_mini,weather,medium,synthetic,get_weather,True,False,0.0014356,1845,436,15
bl_gpt41_mini_calendar_075_511607,calendar_075,gpt41_mini,calendar,medium,synthetic,create_event,True,False,0.001142,1487,342,11
bl_gpt41_mini_halueval_0012_d7e028,halueval_0012,gpt41_mini,knowledge,hard,halueval,,False,False,0.0002472,202,104,2
bl_gpt41_mini_toolbench_syn_0057_8edd42,toolbench_syn_0057,gpt41_mini,calendar,medium,toolbench_synthetic,get_events,False,True,0.0003124,401,95,5
bl_gpt41_mini_toolbench_syn_0088_14184d,toolbench_syn_0088,gpt41_mini,medical,easy,toolbench_synthetic,,False,False,0.0002136,106,107,2
bl_gpt41_mini_weather_004_dbeada,weather_004,gpt41_mini,weather,easy,synthetic,get_historical,False,True,0.000402,389,154,5
bl_gpt41_mini_weather_082_8929a1,weather_082,gpt41_mini,weather,medium,synthetic,get_weather,True,True,0.000876,890,325,8
bl_gpt41_mini_halueval_0045_31df48,halueval_0045,gpt41_mini,knowledge,medium,halueval,,False,False,0.000208,196,81,2
bl_gpt41_mini_halueval_0014_16336f,halueval_0014,gpt41_mini,knowledge,hard,halueval,,False,False,0.0001836,203,64,2
bl_gpt41_mini_calendar_043_cf29f3,calendar_043,gpt41_mini,calendar,easy,synthetic,,False,True,0.000222,119,109,2
bl_gpt41_mini_toolbench_syn_0001_3a0fb2,toolbench_syn_0001,gpt41_mini,calendar,hard,toolbench_synthetic,get_events,False,True,0.0003152,392,99,5
bl_gpt41_mini_medical_030_dbfc10,medical_030,gpt41_mini,medical,easy,synthetic,get_patient_record,True,True,0.0002144,304,58,5
bl_gpt41_mini_calendar_013_1a4bf2,calendar_013,gpt41_mini,calendar,easy,synthetic,,False,True,0.0002104,118,102,2
bl_gpt41_mini_halueval_0086_03c17c,halueval_0086,gpt41_mini,knowledge,medium,halueval,,False,False,0.0002036,197,78,2
